Date,Day,Time,Component,Pid,Content,LineId,EventId,EventTemplate
Dec,10,07:11:42,LabSZ,24224,Invalid user chen from 202.100.179.208,22,E13,Invalid user chen<*>  from <*>
Dec,10,07:11:42,LabSZ,24224,input_userauth_request: invalid user chen [preauth],23,E7,input use rau request invalid user chen<*>  pre
Dec,10,07:11:42,LabSZ,24224,pam_unix(sshd:auth): check pass; user unknown,24,E7,pam unix ssh check pass user unknown
Dec,10,07:11:42,LabSZ,24224,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=202.100.179.208,25,E13,pam unix ssh authentication failure log name <*> tty ssh user host <*><*> 
Dec,10,07:11:44,LabSZ,24224,Failed password for invalid user chen from 202.100.179.208 port 32484 ssh2,26,E10,Failed password for invalid user c<*>  from <*> port <*> ssh <*>
Dec,10,07:11:44,LabSZ,24224,Received disconnect from 202.100.179.208: 11: Bye Bye [preauth],27,E24,Received disconnect from <*> Bye pre
Dec,10,07:13:31,LabSZ,24227,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,28,E13,<*>  log name <*> tty ssh user host <*> dynamic dsl mantel net user root
Dec,10,07:13:43,LabSZ,24227,Failed password for root from 5.36.59.76 port 42393 ssh2,29,E9,Failed password for <*>  from <*> port <*> ssh <*>
Dec,10,07:13:56,LabSZ,24227,message repeated 5 times: [ Failed password for root from 5.36.59.76 port 42393 ssh2],30,E14,message repeated <*> times Failed password for root from <*> port <*> ssh <*>
Dec,10,07:13:56,LabSZ,24227,Disconnecting: Too many authentication failures for root [preauth],31,E4,Disconnecting Too many authentication failures for <*>  pre
Dec,10,07:13:56,LabSZ,24227,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,32,E13,<*>  log name <*> tty ssh user host <*> dynamic dsl mantel net user root
Dec,10,07:13:56,LabSZ,24227,PAM service(sshd) ignoring max retries; 6 > 3,33,E18,PAM service ssh ignoring max retries <*>
Dec,10,07:27:50,LabSZ,24235,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,34,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:27:52,LabSZ,24235,Failed password for root from 112.95.230.3 port 45378 ssh2,35,E9,Failed password for <*> oot from <*> port <*> ssh <*>
Dec,10,07:27:52,LabSZ,24235,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],36,E24,Received disconnect from <*> Bye pre
Dec,10,07:27:53,LabSZ,24237,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,37,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:27:55,LabSZ,24237,Failed password for root from 112.95.230.3 port 47068 ssh2,38,E9,Failed password for <*> t from <*> port <*> ssh <*>
Dec,10,07:27:55,LabSZ,24237,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],39,E24,Received disconnect from <*> Bye pre
Dec,10,07:27:55,LabSZ,24239,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,40,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:27:58,LabSZ,24239,Failed password for root from 112.95.230.3 port 49188 ssh2,41,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:27:58,LabSZ,24239,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],42,E24,Received disconnect from <*> Bye pre
Dec,10,07:27:58,LabSZ,24241,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,43,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:00,LabSZ,24241,Failed password for root from 112.95.230.3 port 50999 ssh2,44,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:00,LabSZ,24241,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],45,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:01,LabSZ,24243,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,46,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:03,LabSZ,24243,Failed password for root from 112.95.230.3 port 52660 ssh2,47,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:03,LabSZ,24243,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],48,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:03,LabSZ,24245,Invalid user pgadmin from 112.95.230.3,49,E13,Invalid user <*> n from <*>
Dec,10,07:28:03,LabSZ,24245,input_userauth_request: invalid user pgadmin [preauth],50,E7,input use rau request invalid user <*> n pre
Dec,10,07:28:03,LabSZ,24245,pam_unix(sshd:auth): check pass; user unknown,51,E7,pam unix ssh check pass user unknown
Dec,10,07:28:03,LabSZ,24245,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,52,E13,pam unix ssh authentication failure log name <*> tty ssh user host <*>
Dec,10,07:28:05,LabSZ,24245,Failed password for invalid user pgadmin from 112.95.230.3 port 54087 ssh2,53,E6,Failed <*>  for invalid user admin from <*> port <*> ssh <*>
Dec,10,07:28:05,LabSZ,24245,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],54,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:06,LabSZ,24247,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,55,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:08,LabSZ,24247,Failed password for root from 112.95.230.3 port 55618 ssh2,56,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:08,LabSZ,24247,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],57,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:08,LabSZ,24249,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,58,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:10,LabSZ,24249,Failed password for root from 112.95.230.3 port 57138 ssh2,59,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:10,LabSZ,24249,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],60,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:10,LabSZ,24251,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,61,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:12,LabSZ,24251,Failed password for root from 112.95.230.3 port 58304 ssh2,62,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:12,LabSZ,24251,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],63,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:12,LabSZ,24253,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,64,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:14,LabSZ,24253,Failed password for root from 112.95.230.3 port 59849 ssh2,65,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:14,LabSZ,24253,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],66,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:14,LabSZ,24255,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,67,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:16,LabSZ,24255,Failed password for root from 112.95.230.3 port 32977 ssh2,68,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:16,LabSZ,24255,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],69,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:16,LabSZ,24257,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,70,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:18,LabSZ,24257,Failed password for root from 112.95.230.3 port 35113 ssh2,71,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:18,LabSZ,24257,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],72,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:19,LabSZ,24259,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,73,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:21,LabSZ,24259,Failed password for root from 112.95.230.3 port 37035 ssh2,74,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:21,LabSZ,24259,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],75,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:21,LabSZ,24261,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,76,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:23,LabSZ,24261,Failed password for root from 112.95.230.3 port 39041 ssh2,77,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:23,LabSZ,24261,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],78,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:23,LabSZ,24263,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,79,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:25,LabSZ,24263,Failed password for root from 112.95.230.3 port 40388 ssh2,80,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:25,LabSZ,24263,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],81,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:25,LabSZ,24265,Invalid user utsims from 112.95.230.3,82,E13,Invalid user <*> s from <*>
Dec,10,07:28:25,LabSZ,24265,input_userauth_request: invalid user utsims [preauth],83,E7,input use rau request invalid user sims pre
Dec,10,07:28:25,LabSZ,24265,pam_unix(sshd:auth): check pass; user unknown,84,E7,pam unix ssh check pass user unknown
Dec,10,07:28:25,LabSZ,24265,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,85,E13,pam unix ssh authentication failure log name <*> tty ssh user host <*>
Dec,10,07:28:28,LabSZ,24265,Failed password for invalid user utsims from 112.95.230.3 port 41506 ssh2,86,E10,Failed password for invalid user s<*>  from <*> port <*> ssh <*>
Dec,10,07:28:28,LabSZ,24265,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],87,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:28,LabSZ,24267,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,88,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:30,LabSZ,24267,Failed password for root from 112.95.230.3 port 42881 ssh2,89,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:30,LabSZ,24267,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],90,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:31,LabSZ,24269,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,91,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:33,LabSZ,24269,Failed password for root from 112.95.230.3 port 43981 ssh2,92,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:33,LabSZ,24269,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],93,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:33,LabSZ,24271,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,94,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:35,LabSZ,24271,Failed password for root from 112.95.230.3 port 44900 ssh2,95,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:35,LabSZ,24271,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],96,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:35,LabSZ,24273,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,97,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:37,LabSZ,24273,Failed password for root from 112.95.230.3 port 45699 ssh2,98,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:37,LabSZ,24273,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],99,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:37,LabSZ,24275,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,100,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:39,LabSZ,24275,Failed password for root from 112.95.230.3 port 46577 ssh2,101,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:39,LabSZ,24275,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],102,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:40,LabSZ,24277,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,103,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:42,LabSZ,24277,Failed password for root from 112.95.230.3 port 47836 ssh2,104,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:42,LabSZ,24277,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],105,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:42,LabSZ,24279,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,106,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:44,LabSZ,24279,Failed password for root from 112.95.230.3 port 49133 ssh2,107,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:44,LabSZ,24279,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],108,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:45,LabSZ,24281,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,109,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:46,LabSZ,24281,Failed password for root from 112.95.230.3 port 50655 ssh2,110,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:46,LabSZ,24281,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],111,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:47,LabSZ,24283,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,112,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:49,LabSZ,24283,Failed password for root from 112.95.230.3 port 51982 ssh2,113,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:49,LabSZ,24283,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],114,E24,Received disconnect from <*> Bye pre
Dec,10,07:28:49,LabSZ,24285,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,115,E8,pam unix ssh authentication failure log name <*> tty ssh user host <*> <*> user root
Dec,10,07:28:51,LabSZ,24285,Failed password for root from 112.95.230.3 port 53584 ssh2,116,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:28:51,LabSZ,24285,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],117,E24,Received disconnect from <*> Bye pre
Dec,10,07:32:24,LabSZ,24287,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,118,E7,<*>  log name <*> tty ssh user host <*> user root
Dec,10,07:32:27,LabSZ,24287,Failed password for root from 123.235.32.19 port 40652 ssh2,119,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:32:27,LabSZ,24287,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],120,E24,Received disconnect from <*> Bye pre
Dec,10,07:32:27,LabSZ,24289,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,121,E7,<*>  log name <*> tty ssh user host <*> user root
Dec,10,07:32:29,LabSZ,24289,Failed password for root from 123.235.32.19 port 49720 ssh2,122,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:32:29,LabSZ,24289,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],123,E24,Received disconnect from <*> Bye pre
Dec,10,07:33:58,LabSZ,24291,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,124,E7,<*>  log name <*> tty ssh user host <*> user root
Dec,10,07:34:00,LabSZ,24291,Failed password for root from 123.235.32.19 port 45568 ssh2,125,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:34:00,LabSZ,24291,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],126,E24,Received disconnect from <*> Bye pre
Dec,10,07:34:02,LabSZ,24293,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,127,E7,<*>  log name <*> tty ssh user host <*> user root
Dec,10,07:34:04,LabSZ,24293,Failed password for root from 123.235.32.19 port 48588 ssh2,128,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:34:06,LabSZ,24293,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],129,E24,Received disconnect from <*> Bye pre
Dec,10,07:34:07,LabSZ,24295,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,130,E7,<*>  log name <*> tty ssh user host <*> user root
Dec,10,07:34:10,LabSZ,24295,Failed password for root from 123.235.32.19 port 50950 ssh2,131,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:34:10,LabSZ,24295,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],132,E24,Received disconnect from <*> Bye pre
Dec,10,07:34:13,LabSZ,24297,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,133,E7,<*>  log name <*> tty ssh user host <*> user root
Dec,10,07:34:15,LabSZ,24297,Failed password for root from 123.235.32.19 port 54024 ssh2,134,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:34:15,LabSZ,24297,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],135,E24,Received disconnect from <*> Bye pre
Dec,10,07:34:21,LabSZ,24299,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,136,E7,<*>  log name <*> tty ssh user host <*> user root
Dec,10,07:34:23,LabSZ,24299,Failed password for root from 123.235.32.19 port 57100 ssh2,137,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:34:24,LabSZ,24299,Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],138,E24,Received disconnect from <*> Bye pre
Dec,10,07:34:33,LabSZ,24301,Did not receive identification string from 123.235.32.19,139,E3,Did not receive identification string from <*>
Dec,10,07:35:15,LabSZ,24303,Did not receive identification string from 177.79.82.136,140,E3,Did not receive identification string from <*>
Dec,10,07:42:49,LabSZ,24318,Invalid user inspur from 183.136.162.51,141,E13,Invalid user s<*>  from <*>
Dec,10,07:42:49,LabSZ,24318,input_userauth_request: invalid user inspur [preauth],142,E7,input use rau request invalid user s<*>  pre
Dec,10,07:42:49,LabSZ,24318,pam_unix(sshd:auth): check pass; user unknown,143,E7,pam unix ssh check pass user unknown
Dec,10,07:42:49,LabSZ,24318,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.136.162.51,144,E13,pam unix ssh authentication failure log name <*> tty ssh user host <*>
Dec,10,07:42:51,LabSZ,24318,Failed password for invalid user inspur from 183.136.162.51 port 55204 ssh2,145,E10,Failed password for invalid user spur from <*> port <*> ssh <*>
Dec,10,07:42:51,LabSZ,24318,Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],146,E24,Received disconnect from <*> Bye pre
Dec,10,07:48:00,LabSZ,24321,reverse mapping checking getaddrinfo for 191-210-223-172.user.vivozap.com.br [191.210.223.172] failed - POSSIBLE BREAK-IN ATTEMPT!,147,E27,reverse mapping checking get ddr info for <*> <*> com <*> failed POSSIBLE BREAK ATTEMPT
Dec,10,07:48:00,LabSZ,24321,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=191.210.223.172  user=root,148,E12,pam unix ssh authentication failure log name <*> tty ssh user host <*> user root
Dec,10,07:48:03,LabSZ,24321,Failed password for root from 191.210.223.172 port 31473 ssh2,149,E9,Failed password for root from <*> port <*> ssh <*>
Dec,10,07:48:03,LabSZ,24321,Connection closed by 191.210.223.172 [preauth],150,E2,Connection closed <*> pre
Dec,10,07:51:09,LabSZ,24323,Did not receive identification string from 195.154.37.122,151,E3,Did not receive identification string from <*>
Dec,10,07:51:12,LabSZ,24324,reverse mapping checking getaddrinfo for 195-154-37-122.rev.poneytelecom.eu [195.154.37.122] failed - POSSIBLE BREAK-IN ATTEMPT!,152,E27,reverse mapping checking get ddr info for <*> com <*> failed POSSIBLE BREAK ATTEMPT
Dec,10,07:51:12,LabSZ,24324,Invalid user support from 195.154.37.122,153,E13,Invalid user <*> t from <*>
Dec,10,07:51:12,LabSZ,24324,input_userauth_request: invalid user support [preauth],154,E7,input use rau request invalid user s<*>  pre
Dec,10,07:51:12,LabSZ,24324,pam_unix(sshd:auth): check pass; user unknown,155,E7,pam unix ssh check pass user unknown
Dec,10,07:51:12,LabSZ,24324,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=195.154.37.122,156,E13,pam unix ssh authentication failure log name <*> tty ssh user host <*>
Dec,10,07:51:15,LabSZ,24324,Failed password for invalid user support from 195.154.37.122 port 56539 ssh2,157,E10,Failed password for invalid user s<*>  from <*> port <*> ssh <*>
Dec,10,07:51:15,LabSZ,24324,error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],158,E3,error Received disconnect from <*> com craft sch Sch Exception fail pre
Dec,10,07:51:17,LabSZ,24326,reverse mapping checking getaddrinfo for 195-154-37-122.rev.poneytelecom.eu [195.154.37.122] failed - POSSIBLE BREAK-IN ATTEMPT!,159,E27,reverse mapping checking get ddr info for <*> com <*> failed POSSIBLE BREAK ATTEMPT
Dec,10,07:51:18,LabSZ,24326,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=195.154.37.122  user=uucp,160,E12,pam unix ssh authentication failure log name <*> tty ssh user host <*> user<*> 
Dec,10,07:51:20,LabSZ,24326,Failed password for uucp from 195.154.37.122 port 59266 ssh2,161,E9,Failed password for <*> from <*> port <*> ssh <*>
Dec,10,07:51:20,LabSZ,24326,error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],162,E3,error Received disconnect from <*> com craft sch Sch Exception fail pre
Dec,10,07:53:26,LabSZ,24329,Connection closed by 194.190.163.22 [preauth],163,E2,Connection closed <*> pre
Dec,10,07:55:55,LabSZ,24331,Invalid user test from 52.80.34.196,164,E13,Invalid user <*> est from <*>
Dec,10,07:55:55,LabSZ,24331,input_userauth_request: invalid user test [preauth],165,E7,input use rau request invalid user <*> st pre
