Date,Time,Level,Component,Content,LineId,EventId,EventTemplate
17/06/09,20:10:42,INFO,util.Utils,Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 40984.,17,E33,Successfully started service ' org apache spark network net Net Block Transfer Service ' port <*>
17/06/09,20:10:42,INFO,netty.NettyBlockTransferService,Server created on 40984,18,E27,Server created <*>
17/06/09,20:10:42,INFO,storage.BlockManagerMaster,Trying to register BlockManager,19,E36,Trying register Block Manager
17/06/09,20:10:42,INFO,storage.BlockManagerMaster,Registered BlockManager,20,E21,Registered Block Manager
17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 0,21,E11,Got assigned task <*>
17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1,22,E11,Got assigned task <*>
17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 2,23,E11,Got assigned task <*>
17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 3,24,E11,Got assigned task <*>
17/06/09,20:10:45,INFO,executor.Executor,Running task 0.0 in stage 0.0 (TID 0),25,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:45,INFO,executor.Executor,Running task 2.0 in stage 0.0 (TID 2),26,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:45,INFO,executor.Executor,Running task 1.0 in stage 0.0 (TID 1),27,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:45,INFO,executor.Executor,Running task 3.0 in stage 0.0 (TID 3),28,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:45,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 4,29,E11,Got assigned task <*>
17/06/09,20:10:45,INFO,executor.Executor,Running task 4.0 in stage 0.0 (TID 4),30,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 9,31,E29,Started reading broadcast variable <*>
17/06/09,20:10:45,INFO,storage.MemoryStore,"Block broadcast_9_piece0 stored as bytes in memory (estimated size 5.2 KB, free 5.2 KB)",32,E10,Block broadcast <*> <*> es memory estimated size <*> free <*>
17/06/09,20:10:45,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 9 took 160 ms,33,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_9 stored as values in memory (estimated size 8.8 KB, free 14.0 KB)",34,E10,Block broadcast <*> <*> es memory estimated size <*> free <*>
17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_1 not found, computing it",35,E19,Partition <*> not found computing
17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_3 not found, computing it",36,E19,Partition <*> not found computing
17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_0 not found, computing it",37,E19,Partition <*> not found computing
17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_2 not found, computing it",38,E19,Partition <*> not found computing
17/06/09,20:10:46,INFO,spark.CacheManager,"Partition rdd_2_4 not found, computing it",39,E19,Partition <*> not found computing
17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs:// <*> /pjhe/logs/2kSOSP.log:21876+7292,40,E12,Input split hdf logs <*> log <*>
17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs:// <*> /pjhe/logs/2kSOSP.log:14584+7292,41,E12,Input split hdf logs <*> log <*>
17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs:// <*> /pjhe/logs/2kSOSP.log:0+7292,42,E12,Input split hdf logs <*> log <*>
17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs:// <*> /pjhe/logs/2kSOSP.log:7292+7292,43,E12,Input split hdf logs <*> log <*>
17/06/09,20:10:46,INFO,rdd.HadoopRDD,Input split: hdfs:// <*> /pjhe/logs/2kSOSP.log:29168+7292,44,E12,Input split hdf logs <*> log <*>
17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 8,45,E29,Started reading broadcast variable <*>
17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8_piece0 stored as bytes in memory (estimated size 21.4 KB, free 35.4 KB)",46,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:46,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 8 took 19 ms,47,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:46,INFO,storage.MemoryStore,"Block broadcast_8 stored as values in memory (estimated size 281.6 KB, free 317.0 KB)",48,E2,Block <*> es memory estimated size <*> free <*>
17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.tip.id is deprecated. Instead, use mapreduce.task.id",49,E15,map red t<*> 
17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.id is deprecated. Instead, use mapreduce.task.attempt.id",50,E9,map red task <*> 
17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.is.map is deprecated. Instead, use mapreduce.task.ismap",51,E9,map red task <*> 
17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.job.id is deprecated. Instead, use mapreduce.job.id",52,E20,map red <*> 
17/06/09,20:10:47,INFO,Configuration.deprecation,"mapred.task.partition is deprecated. Instead, use mapreduce.task.partition",53,E16,map red task partition deprecated Instead use map reduce task partition
17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 0,54,E29,Started reading broadcast variable <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0_piece0 stored as bytes in memory (estimated size 93.0 B, free 317.1 KB)",55,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 0 took 21 ms,56,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_0 stored as values in memory (estimated size 384.0 B, free 317.5 KB)",57,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 4,58,E29,Started reading broadcast variable <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4_piece0 stored as bytes in memory (estimated size 95.0 B, free 317.6 KB)",59,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 4 took 18 ms,60,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_4 stored as values in memory (estimated size 384.0 B, free 318.0 KB)",61,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 3,62,E29,Started reading broadcast variable <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3_piece0 stored as bytes in memory (estimated size 152.0 B, free 318.1 KB)",63,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 3 took 17 ms,64,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_3 stored as values in memory (estimated size 384.0 B, free 318.5 KB)",65,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 1,66,E29,Started reading broadcast variable <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1_piece0 stored as bytes in memory (estimated size 107.0 B, free 318.6 KB)",67,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 1 took 16 ms,68,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_1 stored as values in memory (estimated size 384.0 B, free 319.0 KB)",69,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 2,70,E29,Started reading broadcast variable <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2_piece0 stored as bytes in memory (estimated size 93.0 B, free 319.0 KB)",71,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 2 took 16 ms,72,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block broadcast_2 stored as values in memory (estimated size 384.0 B, free 319.4 KB)",73,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1072, boot = 856, init = 210, finish = 6",74,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1114, boot = 885, init = 223, finish = 6",75,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1074, boot = 869, init = 199, finish = 6",76,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1078, boot = 851, init = 219, finish = 8",77,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 1077, boot = 865, init = 206, finish = 6",78,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_2 stored as bytes in memory (estimated size 850.0 B, free 320.3 KB)",79,E2,Block <*> es memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_3 stored as bytes in memory (estimated size 930.0 B, free 321.2 KB)",80,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_1 stored as bytes in memory (estimated size 935.0 B, free 322.1 KB)",81,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_0 stored as bytes in memory (estimated size 913.0 B, free 323.0 KB)",82,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,storage.MemoryStore,"Block rdd_2_4 stored as bytes in memory (estimated size 890.0 B, free 323.8 KB)",83,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 38, boot = 11, init = 27, finish = 0",84,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 12, init = 30, finish = 0",85,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 41, boot = 15, init = 26, finish = 0",86,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 40, boot = 7, init = 33, finish = 0",87,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:48,INFO,python.PythonRunner,"Times: total = 42, boot = 13, init = 28, finish = 1",88,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:48,INFO,executor.Executor,Finished task 3.0 in stage 0.0 (TID 3). 2703 bytes result sent to driver,89,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:48,INFO,executor.Executor,Finished task 1.0 in stage 0.0 (TID 1). 2703 bytes result sent to driver,90,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:48,INFO,executor.Executor,Finished task 2.0 in stage 0.0 (TID 2). 2703 bytes result sent to driver,91,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:48,INFO,executor.Executor,Finished task 4.0 in stage 0.0 (TID 4). 2703 bytes result sent to driver,92,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:48,INFO,executor.Executor,Finished task 0.0 in stage 0.0 (TID 0). 2703 bytes result sent to driver,93,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 42,94,E11,Got assigned task <*>
17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 1.0 (TID 42),95,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 56,96,E11,Got assigned task <*>
17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 1.0 (TID 56),97,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 69,98,E11,Got assigned task <*>
17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 10,99,E29,Started reading broadcast variable <*>
17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 1.0 (TID 69),100,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 78,101,E11,Got assigned task <*>
17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 1.0 (TID 78),102,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 79,103,E11,Got assigned task <*>
17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 1.0 (TID 79),104,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10_piece0 stored as bytes in memory (estimated size 5.8 KB, free 329.6 KB)",105,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 10 took 17 ms,106,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_10 stored as values in memory (estimated size 9.6 KB, free 339.2 KB)",107,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,108,E10,Found block <*> locally
17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,109,E10,Found block <*> locally
17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,110,E10,Found block <*> locally
17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,111,E10,Found block <*> locally
17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,112,E10,Found block <*> locally
17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4131, init = 4172, finish = 1",113,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -4122, init = 4162, finish = 1",114,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4121, init = 4162, finish = 1",115,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4138, init = 4179, finish = 1",116,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 42, boot = -4134, init = 4175, finish = 1",117,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 1.0 (TID 79). 2685 bytes result sent to driver,118,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 1.0 (TID 56). 2428 bytes result sent to driver,119,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 1.0 (TID 42). 2474 bytes result sent to driver,120,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 1.0 (TID 78). 2651 bytes result sent to driver,121,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 1.0 (TID 69). 2523 bytes result sent to driver,122,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 87,123,E11,Got assigned task <*>
17/06/09,20:10:52,INFO,executor.Executor,Running task 0.0 in stage 2.0 (TID 87),124,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 101,125,E11,Got assigned task <*>
17/06/09,20:10:52,INFO,executor.Executor,Running task 1.0 in stage 2.0 (TID 101),126,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 112,127,E11,Got assigned task <*>
17/06/09,20:10:52,INFO,executor.Executor,Running task 2.0 in stage 2.0 (TID 112),128,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 118,129,E11,Got assigned task <*>
17/06/09,20:10:52,INFO,executor.Executor,Running task 3.0 in stage 2.0 (TID 118),130,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 11,131,E29,Started reading broadcast variable <*>
17/06/09,20:10:52,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 119,132,E11,Got assigned task <*>
17/06/09,20:10:52,INFO,executor.Executor,Running task 4.0 in stage 2.0 (TID 119),133,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11_piece0 stored as bytes in memory (estimated size 5.4 KB, free 344.7 KB)",134,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:52,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 11 took 15 ms,135,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:52,INFO,storage.MemoryStore,"Block broadcast_11 stored as values in memory (estimated size 9.2 KB, free 353.9 KB)",136,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_4 locally,137,E10,Found block <*> locally
17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_3 locally,138,E10,Found block <*> locally
17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_2 locally,139,E10,Found block <*> locally
17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_0 locally,140,E10,Found block <*> locally
17/06/09,20:10:52,INFO,storage.BlockManager,Found block rdd_2_1 locally,141,E10,Found block <*> locally
17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0",142,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -147, init = 186, finish = 0",143,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 41, boot = -139, init = 179, finish = 1",144,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 38, boot = -156, init = 194, finish = 0",145,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:52,INFO,python.PythonRunner,"Times: total = 39, boot = -159, init = 198, finish = 0",146,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:52,INFO,executor.Executor,Finished task 4.0 in stage 2.0 (TID 119). 2087 bytes result sent to driver,147,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:52,INFO,executor.Executor,Finished task 2.0 in stage 2.0 (TID 112). 2087 bytes result sent to driver,148,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:52,INFO,executor.Executor,Finished task 3.0 in stage 2.0 (TID 118). 2087 bytes result sent to driver,149,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:52,INFO,executor.Executor,Finished task 1.0 in stage 2.0 (TID 101). 2087 bytes result sent to driver,150,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:52,INFO,executor.Executor,Finished task 0.0 in stage 2.0 (TID 87). 2087 bytes result sent to driver,151,E9,Finished task <*> stage <*> TID <*> bytes result sent driver
17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 122,152,E11,Got assigned task <*>
17/06/09,20:10:53,INFO,executor.Executor,Running task 0.0 in stage 3.0 (TID 122),153,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 136,154,E11,Got assigned task <*>
17/06/09,20:10:53,INFO,executor.Executor,Running task 1.0 in stage 3.0 (TID 136),155,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 150,156,E11,Got assigned task <*>
17/06/09,20:10:53,INFO,executor.Executor,Running task 2.0 in stage 3.0 (TID 150),157,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 158,158,E11,Got assigned task <*>
17/06/09,20:10:53,INFO,executor.Executor,Running task 3.0 in stage 3.0 (TID 158),159,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:53,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 12,160,E29,Started reading broadcast variable <*>
17/06/09,20:10:53,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 159,161,E11,Got assigned task <*>
17/06/09,20:10:53,INFO,executor.Executor,Running task 4.0 in stage 3.0 (TID 159),162,E24,Running task <*> stage <*> TID <*>
17/06/09,20:10:53,INFO,storage.MemoryStore,"Block broadcast_12_piece0 stored as bytes in memory (estimated size 5.6 KB, free 359.4 KB)",163,E2,Block broadcast <*> piece <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:53,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 12 took 30 ms,164,E20,Reading broadcast variable <*> took <*>
17/06/09,20:10:53,INFO,storage.MemoryStore,"Block broadcast_12 stored as values in memory (estimated size 9.8 KB, free 369.3 KB)",165,E3,Block broadcast <*> stored values memory estimated size <*> free <*>
17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_4 not found, computing it",166,E19,Partition <*> not found computing
17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_3 not found, computing it",167,E19,Partition <*> not found computing
17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_0 not found, computing it",168,E19,Partition <*> not found computing
17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_1 not found, computing it",169,E19,Partition <*> not found computing
17/06/09,20:10:53,INFO,spark.CacheManager,"Partition rdd_6_2 not found, computing it",170,E19,Partition <*> not found computing
17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_4 locally,171,E10,Found block <*> locally
17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_3 locally,172,E10,Found block <*> locally
17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_1 locally,173,E10,Found block <*> locally
17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_0 locally,174,E10,Found block <*> locally
17/06/09,20:10:53,INFO,storage.BlockManager,Found block rdd_2_2 locally,175,E10,Found block <*> locally
17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 38, boot = -170, init = 208, finish = 0",176,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 41, boot = -171, init = 212, finish = 0",177,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 41, boot = -160, init = 200, finish = 1",178,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 38, boot = -172, init = 210, finish = 0",179,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 40, boot = -173, init = 213, finish = 0",180,E35,Times total <*> boot <*> finish <*>
17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_6_4 stored as bytes in memory (estimated size 287.0 B, free 369.5 KB)",181,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_6_3 stored as bytes in memory (estimated size 344.0 B, free 369.9 KB)",182,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_6_1 stored as bytes in memory (estimated size 330.0 B, free 370.2 KB)",183,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_6_2 stored as bytes in memory (estimated size 252.0 B, free 370.4 KB)",184,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:53,INFO,storage.MemoryStore,"Block rdd_6_0 stored as bytes in memory (estimated size 265.0 B, free 370.7 KB)",185,E2,Block <*> stored bytes memory estimated size <*> free <*>
17/06/09,20:10:53,INFO,python.PythonRunner,"Times: total = 38, boot = 14, init = 24, finish = 0",186,E35,Times total <*> boot <*> finish <*>
