Month,Date,Time,Level,Component,PID,Content,LineId,EventId,EventTemplate
Jun,15,12:12:34,combo,sshd(pam_unix),23397,check pass; user unknown,19,E27,check pass user unknown
Jun,15,12:12:34,combo,sshd(pam_unix),23397,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,20,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:12:34,combo,sshd(pam_unix),23395,check pass; user unknown,21,E27,check pass user unknown
Jun,15,12:12:34,combo,sshd(pam_unix),23395,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,22,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:12:34,combo,sshd(pam_unix),23404,check pass; user unknown,23,E27,check pass user unknown
Jun,15,12:12:34,combo,sshd(pam_unix),23404,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,24,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:12:34,combo,sshd(pam_unix),23399,check pass; user unknown,25,E27,check pass user unknown
Jun,15,12:12:34,combo,sshd(pam_unix),23399,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,26,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:12:34,combo,sshd(pam_unix),23406,check pass; user unknown,27,E27,check pass user unknown
Jun,15,12:12:34,combo,sshd(pam_unix),23406,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,28,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:12:34,combo,sshd(pam_unix),23396,check pass; user unknown,29,E27,check pass user unknown
Jun,15,12:12:34,combo,sshd(pam_unix),23394,check pass; user unknown,30,E27,check pass user unknown
Jun,15,12:12:34,combo,sshd(pam_unix),23407,check pass; user unknown,31,E27,check pass user unknown
Jun,15,12:12:34,combo,sshd(pam_unix),23394,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,32,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:12:34,combo,sshd(pam_unix),23403,check pass; user unknown,33,E27,check pass user unknown
Jun,15,12:12:34,combo,sshd(pam_unix),23396,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,34,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:12:34,combo,sshd(pam_unix),23407,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,35,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:12:34,combo,sshd(pam_unix),23403,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,36,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:12:34,combo,sshd(pam_unix),23412,check pass; user unknown,37,E27,check pass user unknown
Jun,15,12:12:34,combo,sshd(pam_unix),23412,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,38,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:13:19,combo,sshd(pam_unix),23414,check pass; user unknown,39,E27,check pass user unknown
Jun,15,12:13:19,combo,sshd(pam_unix),23414,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,40,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,12:13:20,combo,sshd(pam_unix),23416,check pass; user unknown,41,E27,check pass user unknown
Jun,15,12:13:20,combo,sshd(pam_unix),23416,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,42,E17,authentication failure log name <*> tty DEVs user host <*> 
Jun,15,14:53:32,combo,sshd(pam_unix),23661,check pass; user unknown,43,E27,check pass user unknown
Jun,15,14:53:32,combo,sshd(pam_unix),23661,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,44,E17,authentication failure log name <*> tty DEVs user host <*> <*> 
Jun,15,14:53:32,combo,sshd(pam_unix),23663,check pass; user unknown,45,E27,check pass user unknown
Jun,15,14:53:32,combo,sshd(pam_unix),23663,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,46,E17,authentication failure log name <*> tty DEVs user host <*> <*> 
Jun,15,14:53:32,combo,sshd(pam_unix),23664,check pass; user unknown,47,E27,check pass user unknown
Jun,15,14:53:32,combo,sshd(pam_unix),23664,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,48,E17,authentication failure log name <*> tty DEVs user host <*> <*> 
Jun,15,14:53:33,combo,sshd(pam_unix),23665,check pass; user unknown,49,E27,check pass user unknown
Jun,15,14:53:33,combo,sshd(pam_unix),23665,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,50,E17,authentication failure log name <*> tty DEVs user host <*> <*> 
Jun,15,14:53:34,combo,sshd(pam_unix),23669,check pass; user unknown,51,E27,check pass user unknown
Jun,15,14:53:34,combo,sshd(pam_unix),23669,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,52,E17,authentication failure log name <*> tty DEVs user host <*> <*> 
Jun,15,14:53:35,combo,sshd(pam_unix),23671,check pass; user unknown,53,E27,check pass user unknown
Jun,15,14:53:35,combo,sshd(pam_unix),23671,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,54,E17,authentication failure log name <*> tty DEVs user host <*> <*> 
Jun,15,14:53:35,combo,sshd(pam_unix),23673,check pass; user unknown,55,E27,check pass user unknown
Jun,15,14:53:35,combo,sshd(pam_unix),23673,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,56,E17,authentication failure log name <*> tty DEVs user host <*> <*> 
Jun,15,14:53:35,combo,sshd(pam_unix),23674,check pass; user unknown,57,E27,check pass user unknown
Jun,15,14:53:35,combo,sshd(pam_unix),23674,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,58,E17,authentication failure log name <*> tty DEVs user host <*> <*> 
Jun,15,14:53:36,combo,sshd(pam_unix),23678,check pass; user unknown,59,E27,check pass user unknown
Jun,15,14:53:36,combo,sshd(pam_unix),23678,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,60,E17,authentication failure log name <*> tty DEVs user host <*> <*> 
Jun,15,14:53:36,combo,sshd(pam_unix),23677,check pass; user unknown,61,E27,check pass user unknown
Jun,15,14:53:36,combo,sshd(pam_unix),23677,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,62,E17,authentication failure log name <*> tty DEVs user host <*> <*> 
Jun,15,20:05:31,combo,sshd(pam_unix),24138,check pass; user unknown,63,E27,check pass user unknown
Jun,15,20:05:31,combo,sshd(pam_unix),24138,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,64,E27,authentication failure log name <*> tty DEVs user host <*> <*>  net
Jun,15,20:05:31,combo,sshd(pam_unix),24137,check pass; user unknown,65,E27,check pass user unknown
Jun,15,20:05:31,combo,sshd(pam_unix),24137,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,66,E27,authentication failure log name <*> tty DEVs user host <*> <*>  net
Jun,15,20:05:31,combo,sshd(pam_unix),24141,check pass; user unknown,67,E27,check pass user unknown
Jun,15,20:05:31,combo,sshd(pam_unix),24141,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,68,E27,authentication failure log name <*> tty DEVs user host <*> <*>  net
Jun,15,20:05:31,combo,sshd(pam_unix),24140,check pass; user unknown,69,E27,check pass user unknown
Jun,15,20:05:31,combo,sshd(pam_unix),24140,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,70,E27,authentication failure log name <*> tty DEVs user host <*> <*>  net
Jun,15,20:05:31,combo,sshd(pam_unix),24139,check pass; user unknown,71,E27,check pass user unknown
Jun,15,20:05:31,combo,sshd(pam_unix),24139,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,72,E27,authentication failure log name <*> tty DEVs user host <*> <*>  net
Jun,16,04:10:22,combo,su(pam_unix),25178,session opened for user cyrus by (uid=0),73,E102,session opened for user <*>  <*>
Jun,16,04:10:23,combo,su(pam_unix),25178,session closed for user cyrus,74,E101,session closed for user <*> 
Jun,16,04:10:24,combo,logrotate,,ALERT exited abnormally with [1],75,E8,ALERT exited abnormally with <*>
Jun,16,04:16:17,combo,su(pam_unix),25548,session opened for user news by (uid=0),76,E102,session opened for user <*> s <*>
Jun,16,04:16:18,combo,su(pam_unix),25548,session closed for user news,77,E101,session closed for user <*> s
Jun,17,04:03:33,combo,su(pam_unix),27953,session opened for user cyrus by (uid=0),78,E102,session opened for user <*>  <*>
Jun,17,04:03:34,combo,su(pam_unix),27953,session closed for user cyrus,79,E101,session closed for user <*> 
Jun,17,04:03:36,combo,logrotate,,ALERT exited abnormally with [1],80,E8,ALERT exited abnormally with <*>
Jun,17,04:09:43,combo,su(pam_unix),29190,session opened for user news by (uid=0),81,E102,session opened for user <*> s <*>
Jun,17,04:09:45,combo,su(pam_unix),29190,session closed for user news,82,E101,session closed for user <*> s
Jun,17,07:07:00,combo,ftpd,29504,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at  <*>   <*>  2005,83,E4,connection from <*> flo adelphi net <*>
Jun,17,07:07:00,combo,ftpd,29508,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at  <*>   <*>  2005,84,E4,connection from <*> flo adelphi net <*>
Jun,17,07:07:00,combo,ftpd,29507,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at  <*>   <*>  2005,85,E4,connection from <*> flo adelphi net <*>
Jun,17,07:07:00,combo,ftpd,29505,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at  <*>   <*>  2005,86,E4,connection from <*> flo adelphi net <*>
Jun,17,07:07:00,combo,ftpd,29506,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at  <*>   <*>  2005,87,E4,connection from <*> flo adelphi net <*>
Jun,17,07:07:00,combo,ftpd,29509,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at  <*>   <*>  2005,88,E4,connection from <*> flo adelphi net <*>
Jun,17,07:07:02,combo,ftpd,29510,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at  <*>   <*>  2005,89,E4,connection from <*> flo adelphi net <*>
Jun,17,07:07:04,combo,ftpd,29511,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at  <*>   <*>  2005,90,E4,connection from <*> flo adelphi net <*>
Jun,17,19:43:13,combo,sshd(pam_unix),30565,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,91,E27,authentication failure log name <*> tty DEVs user host <*> <*> t
Jun,17,20:29:26,combo,sshd(pam_unix),30631,session opened for user test by (uid=509),92,E102,session opened for user <*>  <*>
Jun,17,20:34:57,combo,sshd(pam_unix),30631,session closed for user test,93,E101,session closed for user <*> t
Jun,17,20:55:06,combo,ftpd,30755,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,94,E29,connection from <*> <*>  net <*>
Jun,17,20:55:06,combo,ftpd,30754,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,95,E29,connection from <*> <*>  net <*>
Jun,17,20:55:06,combo,ftpd,30753,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,96,E29,connection from <*> <*>  net <*>
Jun,17,20:55:06,combo,ftpd,30756,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,97,E29,connection from <*> <*>  net <*>
Jun,17,20:55:06,combo,ftpd,30757,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,98,E29,connection from <*> <*>  net <*>
Jun,17,20:55:07,combo,ftpd,30758,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,99,E29,connection from <*> <*>  net <*>
Jun,17,20:55:07,combo,ftpd,30759,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,100,E29,connection from <*> <*>  net <*>
Jun,18,01:30:59,combo,sshd(pam_unix),31201,check pass; user unknown,101,E27,check pass user unknown
Jun,18,01:30:59,combo,sshd(pam_unix),31201,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,102,E27,authentication failure log name <*> tty DEVs user host <*>  net
Jun,18,01:30:59,combo,sshd(pam_unix),31199,check pass; user unknown,103,E27,check pass user unknown
Jun,18,01:30:59,combo,sshd(pam_unix),31199,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,104,E27,authentication failure log name <*> tty DEVs user host <*>  net
Jun,18,01:30:59,combo,sshd(pam_unix),31198,check pass; user unknown,105,E27,check pass user unknown
Jun,18,01:30:59,combo,sshd(pam_unix),31198,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,106,E27,authentication failure log name <*> tty DEVs user host <*>  net
Jun,18,01:30:59,combo,sshd(pam_unix),31202,check pass; user unknown,107,E27,check pass user unknown
Jun,18,01:30:59,combo,sshd(pam_unix),31202,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,108,E27,authentication failure log name <*> tty DEVs user host <*>  net
Jun,18,01:30:59,combo,sshd(pam_unix),31205,check pass; user unknown,109,E27,check pass user unknown
Jun,18,01:30:59,combo,sshd(pam_unix),31205,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,110,E27,authentication failure log name <*> tty DEVs user host <*>  net
Jun,18,01:30:59,combo,sshd(pam_unix),31200,check pass; user unknown,111,E27,check pass user unknown
Jun,18,01:30:59,combo,sshd(pam_unix),31200,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,112,E27,authentication failure log name <*> tty DEVs user host <*>  net
Jun,18,01:30:59,combo,sshd(pam_unix),31206,check pass; user unknown,113,E27,check pass user unknown
Jun,18,01:30:59,combo,sshd(pam_unix),31206,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,114,E27,authentication failure log name <*> tty DEVs user host <*>  net
Jun,18,01:30:59,combo,sshd(pam_unix),31204,check pass; user unknown,115,E27,check pass user unknown
Jun,18,01:30:59,combo,sshd(pam_unix),31204,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,116,E27,authentication failure log name <*> tty DEVs user host <*>  net
Jun,18,01:30:59,combo,sshd(pam_unix),31203,check pass; user unknown,117,E27,check pass user unknown
Jun,18,01:30:59,combo,sshd(pam_unix),31203,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,118,E27,authentication failure log name <*> tty DEVs user host <*>  net
Jun,18,01:30:59,combo,sshd(pam_unix),31207,check pass; user unknown,119,E27,check pass user unknown
Jun,18,01:30:59,combo,sshd(pam_unix),31207,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,120,E27,authentication failure log name <*> tty DEVs user host <*>  net
Jun,18,02:08:10,combo,ftpd,31272,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,121,E29,connection from <*> <*>  net <*>
Jun,18,02:08:10,combo,ftpd,31273,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,122,E29,connection from <*> <*>  net <*>
Jun,18,02:08:10,combo,ftpd,31274,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,123,E29,connection from <*> <*>  net <*>
Jun,18,02:08:10,combo,ftpd,31275,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,124,E29,connection from <*> <*>  net <*>
Jun,18,02:08:10,combo,ftpd,31276,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,125,E29,connection from <*> <*>  net <*>
Jun,18,02:08:10,combo,ftpd,31277,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,126,E29,connection from <*> <*>  net <*>
Jun,18,02:08:10,combo,ftpd,31278,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,127,E29,connection from <*> <*>  net <*>
Jun,18,02:08:11,combo,ftpd,31279,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,128,E29,connection from <*> <*>  net <*>
Jun,18,02:08:11,combo,ftpd,31280,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,129,E29,connection from <*> <*>  net <*>
Jun,18,02:08:11,combo,ftpd,31281,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,130,E29,connection from <*> <*>  net <*>
Jun,18,02:08:11,combo,ftpd,31282,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,131,E29,connection from <*> <*>  net <*>
Jun,18,02:08:11,combo,ftpd,31283,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,132,E29,connection from <*> <*>  net <*>
Jun,18,02:08:12,combo,ftpd,31284,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,133,E29,connection from <*> <*>  net <*>
Jun,18,02:08:12,combo,ftpd,31285,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,134,E29,connection from <*> <*>  net <*>
Jun,18,02:08:12,combo,ftpd,31286,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at  <*>   <*>  2005,135,E29,connection from <*> <*>  net <*>
Jun,18,02:23:10,combo,ftpd,31277,User unknown timed out after 900 seconds at  <*>   <*>  2005,136,E112,User unknown timed out after <*> seconds <*>
Jun,18,04:07:05,combo,su(pam_unix),31791,session opened for user cyrus by (uid=0),137,E102,session opened for user <*>  <*>
Jun,18,04:07:06,combo,su(pam_unix),31791,session closed for user cyrus,138,E101,session closed for user <*> 
Jun,18,04:07:06,combo,logrotate,,ALERT exited abnormally with [1],139,E8,ALERT exited abnormally with <*>
Jun,18,04:12:42,combo,su(pam_unix),32164,session opened for user news by (uid=0),140,E102,session opened for user <*> s <*>
Jun,18,04:12:43,combo,su(pam_unix),32164,session closed for user news,141,E101,session closed for user <*> s
Jun,19,04:08:55,combo,su(pam_unix),2192,session opened for user cyrus by (uid=0),142,E102,session opened for user <*>  <*>
Jun,19,04:08:55,combo,su(pam_unix),2192,session closed for user cyrus,143,E101,session closed for user <*> 
Jun,19,04:08:57,combo,cups,,cupsd shutdown succeeded,144,E37,cups shutdown succeeded
Jun,19,04:09:02,combo,cups,,cupsd startup succeeded,145,E38,c<*>  startup succeeded
Jun,19,04:09:11,combo,syslogd 1.4.1,,restart.,146,E90,restart
Jun,19,04:09:11,combo,logrotate,,ALERT exited abnormally with [1],147,E8,ALERT exited abnormally with <*>
Jun,19,04:15:18,combo,su(pam_unix),3676,session opened for user news by (uid=0),148,E102,session opened for user <*> s <*>
Jun,19,04:15:18,combo,su(pam_unix),3676,session closed for user news,149,E101,session closed for user <*> s
Jun,20,03:40:59,combo,ftpd,8829,connection from 222.33.90.199 () at  <*>   <*>  2005,150,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8824,connection from 222.33.90.199 () at  <*>   <*>  2005,151,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8828,connection from 222.33.90.199 () at  <*>   <*>  2005,152,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8822,connection from 222.33.90.199 () at  <*>   <*>  2005,153,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8833,connection from 222.33.90.199 () at  <*>   <*>  2005,154,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8827,connection from 222.33.90.199 () at  <*>   <*>  2005,155,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8823,connection from 222.33.90.199 () at  <*>   <*>  2005,156,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8825,connection from 222.33.90.199 () at  <*>   <*>  2005,157,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8826,connection from 222.33.90.199 () at  <*>   <*>  2005,158,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8832,connection from 222.33.90.199 () at  <*>   <*>  2005,159,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8830,connection from 222.33.90.199 () at  <*>   <*>  2005,160,E29,connection from <*>
Jun,20,03:40:59,combo,ftpd,8831,connection from 222.33.90.199 () at  <*>   <*>  2005,161,E29,connection from <*>
Jun,20,04:02:54,combo,su(pam_unix),9187,session opened for user cyrus by (uid=0),162,E102,session opened for user <*>  <*>
Jun,20,04:02:54,combo,su(pam_unix),9187,session closed for user cyrus,163,E101,session closed for user <*> 
Jun,20,04:02:55,combo,logrotate,,ALERT exited abnormally with [1],164,E8,ALERT exited abnormally with <*>
Jun,20,04:08:37,combo,su(pam_unix),9558,session opened for user news by (uid=0),165,E102,session opened for user <*> s <*>
Jun,20,04:08:38,combo,su(pam_unix),9558,session closed for user news,166,E101,session closed for user <*> s
Jun,20,04:44:39,combo,snmpd,2318,Received SNMP packet(s) from 67.170.148.126,167,E88,Received SNMP packet from <*>
Jun,20,09:20:05,combo,sshd(pam_unix),10035,check pass; user unknown,168,E27,check pass user unknown
Jun,20,09:20:05,combo,sshd(pam_unix),10035,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,169,E17,authentication failure log name <*> tty DEVs user host <*><*> 
Jun,20,09:20:05,combo,sshd(pam_unix),10037,check pass; user unknown,170,E27,check pass user unknown
Jun,20,09:20:05,combo,sshd(pam_unix),10037,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,171,E17,authentication failure log name <*> tty DEVs user host <*><*> 
Jun,20,09:20:05,combo,sshd(pam_unix),10039,check pass; user unknown,172,E27,check pass user unknown
Jun,20,09:20:05,combo,sshd(pam_unix),10039,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,173,E17,authentication failure log name <*> tty DEVs user host <*><*> 
Jun,20,09:20:06,combo,sshd(pam_unix),10041,check pass; user unknown,174,E27,check pass user unknown
Jun,20,09:20:06,combo,sshd(pam_unix),10041,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,175,E17,authentication failure log name <*> tty DEVs user host <*><*> 
Jun,20,09:20:07,combo,sshd(pam_unix),10043,check pass; user unknown,176,E27,check pass user unknown
Jun,20,09:20:07,combo,sshd(pam_unix),10043,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=65.166.159.14,177,E17,authentication failure log name <*> tty DEVs user host <*><*> 
Jun,20,09:20:07,combo,sshd(pam_unix),10045,check pass; user unknown,178,E27,check pass user unknown
