Date,Time,Level,Component,Content,LineId,EventId,EventTemplate
2016-09-28,04:30:31,Info,CBS,"SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]",11,E1,Failed start upload with file pattern Windows servicing std flags <*> RESULT <*> FAIL
2016-09-28,04:30:31,Info,CBS,SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL],12,E38,Failed start standard sample upload RESULT <*> FAIL
2016-09-28,04:30:31,Info,CBS,"SQM: Queued 0 file(s) for upload with pattern: C:\Windows\servicing\sqm\*_all.sqm, flags: 0x6",13,E41,Queued <*> file for upload with pattern Windows servicing all flags <*>
2016-09-28,04:30:31,Info,CBS,SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL],14,E39,Warning Failed upload all unsent reports RESULT <*> FAIL
2016-09-28,04:30:31,Info,CBS,"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.",15,E25,startup processing required Trusted Installer service was not set auto start else reboot still pending
2016-09-28,04:30:31,Info,CBS,NonStart: Checking to ensure startup processing was not required.,16,E26,Non Start Checking ensure startup processing was not required
2016-09-28,04:30:31,Info,CSI,"00000004 IAdvancedInstallerAwareStore_ResolvePendingTransactions (call 1) (flags = 00000004, progress = NULL, phase = 0, pdwDisposition = @0xb6fd90",17,E5,<*> Advanced Installer Aware Store Resolve Pending Transactions call <*> flags <*> progress NULL phase <*> Disposition <*>
2016-09-28,04:30:31,Info,CSI,"00000005 Creating NT transaction (seq 1), objectname [6]""(null)""",18,E2,<*> Creating transaction seq <*> object name <*> null
2016-09-28,04:30:31,Info,CSI,"00000006 Created NT transaction (seq 1) result 0x00000000, handle @0x214",19,E1,<*> Created transaction seq <*> result <*> handle <*>
2016-09-28,04:30:31,Info,CSI,00000007@2016/9/27:20:30:31.462 CSI perf trace:,20,E3,<*> CSI per trace
2016-09-28,04:30:31,Info,CBS,"NonStart: Success, startup processing not required as expected.",21,E27,Non Start Success startup processing not required expected
2016-09-28,04:30:31,Info,CBS,Startup processing thread terminated normally,22,E22,<*>  processing thread terminated normally
2016-09-28,04:30:31,Info,CSI,00000008 CSI Store 4991456 (0x00000000004c29e0) initialized,23,E4,<*> CSI Store <*> initialized
2016-09-28,04:30:31,Info,CBS,Session: 30546173_4261722401 initialized by client WindowsUpdateAgent.,24,E36,Session <*> initialized client Windows Update Agent
2016-09-28,04:30:31,Info,CBS,Session: 30546173_4262462443 initialized by client WindowsUpdateAgent.,25,E36,Session <*> initialized client Windows Update Agent
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,26,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],27,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],28,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,29,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],30,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],31,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,32,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],33,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],34,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,35,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],36,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],37,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,38,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,39,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],40,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],41,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,42,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],43,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],44,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,45,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],46,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],47,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,48,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],49,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],50,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,51,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,52,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],53,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],54,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,55,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],56,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],57,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,58,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],59,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],60,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,61,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],62,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],63,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,64,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,65,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],66,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],67,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,68,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],69,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],70,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,71,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],72,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],73,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,74,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],75,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],76,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,77,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,78,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],79,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],80,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,81,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],82,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],83,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,84,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],85,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],86,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,87,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],88,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],89,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,90,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,91,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],92,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],93,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,94,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],95,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],96,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,97,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],98,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],99,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,100,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],101,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],102,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,103,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,104,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],105,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],106,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,107,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],108,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],109,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,110,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],111,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],112,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,113,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],114,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],115,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,116,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,117,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],118,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],119,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,120,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],121,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],122,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,123,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],124,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],125,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,126,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:31,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],127,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],128,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:31,Info,CBS,Warning: Unrecognized packageExtended attribute.,129,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:32,Info,CBS,Session: 30546173_4267072707 initialized by client WindowsUpdateAgent.,130,E36,Session <*> initialized client Windows Update Agent
2016-09-28,04:30:32,Info,CBS,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],131,E21,Failed internally open package RESULT <*> CBS INVALID PACKAGE
2016-09-28,04:30:32,Info,CBS,Session: 30546173_4268042763 initialized by client WindowsUpdateAgent.,132,E36,Session <*> initialized client Windows Update Agent
2016-09-28,04:30:32,Info,CBS,Session: 30546173_4271022933 initialized by client WindowsUpdateAgent.,133,E36,Session <*> initialized client Windows Update Agent
2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,134,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],135,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],136,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,137,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],138,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],139,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,140,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],141,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],142,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,143,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],144,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],145,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,146,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,147,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],148,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],149,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,150,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],151,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],152,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,153,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],154,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],155,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,156,E50,Warning Unrecognized package Extended attribute
2016-09-28,04:30:32,Info,CBS,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],157,E18,Expecting attribute name RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],158,E20,Failed get next element RESULT <*> CBS MANIFEST INVALID ITEM
2016-09-28,04:30:32,Info,CBS,Warning: Unrecognized packageExtended attribute.,159,E50,Warning Unrecognized package Extended attribute
