Month,Date,Time,User,Component,PID,Address,Content,LineId,EventId,EventTemplate
Jul,1,09:25:21,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438666 seconds.  Ignoring.",24,E189,com apple cloud heartbeat scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:25:45,calvisitor-10-105-160-95,kernel,0,,"ARPT: 621131.293163: wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:4c:18:13, last RSSI -64",25,E143,ARP <*> Roamed switched channel reason <*> sid <*> last RSS <*>
Jul,1,09:25:59,calvisitor-10-105-160-95,kernel,0,,"ARPT: 621145.554555: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,",26,E134,ARP <*> Power Source Information Sleep Type Normal Sleep ' External Connected ' <*> Time Remaining ' <*>
Jul,1,09:26:41,calvisitor-10-105-160-95,kernel,0,,"ARPT: 621146.080894: wl0: wl_update_tcpkeep_seq: Original Seq: 3014995849, Ack: 2590995288, Win size: 4096",27,E16,ARP <*> update tcp keep seq Original Seq <*> Win size <*>
Jul,1,09:26:43,calvisitor-10-105-160-95,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,28,E7,nat <*> post new state successfully changed NAT <*> state from <*>
Jul,1,09:26:47,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2165 seconds.  Ignoring.",29,E3,com apple Safari Safe Browsing Update scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:27:01,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 13090 seconds.  Ignoring.",30,E189,com apple <*>  scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:27:06,calvisitor-10-105-160-95,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",31,E67,<*> WDL Peer Manager set wdl Suspended Mode Suspending WDL enter Quiet Mode true
Jul,1,09:28:41,authorMacBook-Pro,netbiosd,31198,,"network_reachability_changed : network is not reachable, netbiosd is shutting down",32,E272,network reach ability changed network not reachable net bios shutting down
Jul,1,09:28:41,authorMacBook-Pro,corecaptured,31206,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,33,E173,File capture Log Run Exiting File capture Log Run
Jul,1,09:28:50,calvisitor-10-105-160-95,com.apple.CDScheduler,258,,Thermal pressure state: 1 Memory pressure state: 0,34,E323,Thermal pressure state <*> Memory pressure state <*>
Jul,1,09:28:53,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2039 seconds.  Ignoring.",35,E3,com apple Safari Safe Browsing Update scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:29:02,calvisitor-10-105-160-95,sandboxd,129,[31211],com.apple.Addres(31211) deny network-outbound /private/var/run/mDNSResponder,36,E52,<*>  network outbound private var run DNS Responder
Jul,1,09:29:14,calvisitor-10-105-160-95,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,37,E58,<*> WDL Peer Manager set wdl Auto Mode Resuming WDL
Jul,1,09:29:25,calvisitor-10-105-160-95,kernel,0,,ARPT: 621241.634070: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,38,E264,ARP <*> DNS IPV <*> ddr <*> <*>  <*>
Jul,1,09:31:48,authorMacBook-Pro,kernel,0,,AirPort: Link Up on en0,39,E109,AirPort Link <*> <*>
Jul,1,09:31:53,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438274 seconds.  Ignoring.",40,E189,com apple cloud heartbeat scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:32:03,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1849 seconds.  Ignoring.",41,E3,com apple Safari Safe Browsing Update scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:32:13,calvisitor-10-105-160-95,kernel,0,,Sandbox: com.apple.Addres(31229) deny(1) network-outbound /private/var/run/mDNSResponder,42,E52,<*>  network outbound private var run DNS Responder
Jul,1,09:32:28,calvisitor-10-105-160-95,mDNSResponder,91,,mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),43,E268,DNS <*> 
Jul,1,09:33:13,calvisitor-10-105-160-95,kernel,0,,ARPT: 621342.242614: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],44,E111,ARP <*> AirPort <*> platform WoW Enable WWE <*> able
Jul,1,09:33:13,calvisitor-10-105-160-95,kernel,0,,AirPort: Link Up on awdl0,45,E109,AirPort Link <*> <*>
Jul,1,09:33:13,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,46,E120,Apple Cam system Wake Call message Type <*>
Jul,1,09:33:58,calvisitor-10-105-160-95,kernel,0,,ARPT: 621389.379319: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,47,E266,ARP <*> DNS IPV <*> ddr <*> fec <*>
Jul,1,09:34:42,calvisitor-10-105-160-95,kernel,0,,Apple <*> nderboltGenericHAL::earlyWake - complete - took 0 milliseconds,48,E122,Apple nder bolt Generic HAL early Wake complete took <*> milliseconds
Jul,1,09:34:52,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438095 seconds.  Ignoring.",49,E189,com apple cloud heartbeat scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:35:27,calvisitor-10-105-160-95,mDNSResponder,91,,mDNS_DeregisterInterface: Frequent transitions for interface en0 (2607:F140:6000:0008:C6B3:01FF:FECD:467F),50,E263,DNS register Interface Frequent transitions for interface <*> 
Jul,1,09:36:19,calvisitor-10-105-160-95,kernel,0,,Apple <*> nderboltNHIType2::waitForOk2Go2Sx - retries = 7,51,E55,Apple nder bolt Type <*> wait For <*> retries <*>
Jul,1,09:39:57,calvisitor-10-105-160-95,kernel,0,,"ARPT: 621490.858770: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2119064372, Ack 3325040593, Win size 278",52,E22,ARP <*> update tcp keep seq Updated seq win from User Client Seq <*> Win size <*>
Jul,1,09:39:57,calvisitor-10-105-160-95,kernel,0,,ARPT: 621490.890645: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],53,E128,ARP <*> AirPort <*> sync Power State WWE enabled
Jul,1,09:39:57,calvisitor-10-105-160-95,kernel,0,,IO <*> nderboltSwitch<0>(0x0)::listenerCallback -  <*> nderbolt HPD packet for route = 0x0 port = 11 unplug = 0,54,E3,nder bolt Switch <*> listener Callback nder bolt packet for route <*> port <*> unplug <*>
Jul,1,09:39:57,authorMacBook-Pro,kernel,0,,ARPT: 621492.770239: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],55,E124,ARP <*> AirPort <*> platform WoW Enable WWE disable
Jul,1,09:41:34,calvisitor-10-105-160-95,kernel,0,,en0::IO80211Interface::postMessage bssid changed,56,E117,<*> Interface post Message sid changed
Jul,1,09:41:34,authorMacBook-Pro,kernel,0,,ARPT: 621542.378462: ARPT: Wake Reason: Wake on Scan offload,57,E335,ARP <*> ARP Wake Reason Wake can offload
Jul,1,09:41:34,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,58,E50,<*> Network Analytics Engine observe Value For Key Path Object change context block invoke unexpected switch value <*>
Jul,1,09:41:44,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1268 seconds.  Ignoring.",59,E3,com apple Safari Safe Browsing Update scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:41:44,calvisitor-10-105-160-95,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12119 seconds.  Ignoring.",60,E189,com apple <*>  daily scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:41:54,calvisitor-10-105-160-95,com.apple.CDScheduler,258,,Thermal pressure state: 0 Memory pressure state: 0,61,E323,Thermal pressure state <*> Memory pressure state <*>
Jul,1,09:41:54,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 437673 seconds.  Ignoring.",62,E189,com apple cloud heartbeat scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:42:16,calvisitor-10-105-160-95,com.apple.cts,43,,"com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12087 seconds.  Ignoring.",63,E189,com apple Cache Delete daily scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,09:42:23,calvisitor-10-105-160-95,kernel,0,,Apple <*> nderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,64,E9,Apple nder bolt Type <*> wait For <*> intel <*> dll reporting supported <*>
Jul,1,09:42:54,calvisitor-10-105-160-95,kernel,0,,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,65,E58,<*> WDL Peer Manager set wdl Auto Mode Resuming WDL
Jul,1,09:43:22,calvisitor-10-105-160-95,mDNSResponder,91,,mDNS_RegisterInterface: Frequent transitions for interface en0 (FE80:0000:0000:0000:C6B3:01FF:FECD:467F),66,E268,DNS <*> 
Jul,1,09:44:23,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,67,E121,Apple Cam wake Event Handler Thread
Jul,1,09:44:26,authorMacBook-Pro,kernel,0,,AirPort: Link Up on en0,68,E109,AirPort Link <*> <*>
Jul,1,09:44:32,calvisitor-10-105-160-95,com.apple.CDScheduler,43,,Thermal pressure state: 1 Memory pressure state: 0,69,E323,Thermal pressure state <*> Memory pressure state <*>
Jul,1,09:45:08,calvisitor-10-105-160-95,kernel,0,,"ARPT: 621686.164365: wl0: setup_keepalive: Local port: 62614, Remote port: 443",70,E252,ARP <*> setup keep alive Local port <*> Remote port <*>
Jul,1,09:45:46,authorMacBook-Pro,symptomsd,215,,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,71,E50,<*> Network Analytics Engine observe Value For Key Path Object change context block invoke unexpected switch value <*>
Jul,1,09:45:52,calvisitor-10-105-160-95,networkd,195,,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,72,E7,nat <*> post new state successfully changed NAT <*> state from <*>
Jul,1,09:59:26,calvisitor-10-105-160-95,kernel,0,,ARPT: 621738.114066: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],73,E125,ARP <*> AirPort <*> platform WoW Enable WWE enable
Jul,1,10:08:20,calvisitor-10-105-160-95,Dock,307,,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when= <*>  +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),74,E5,Best App Suggestion Manager notify Best App Changed type options bundle Identifier activity Type dynamic Identifier when confidence device Name device Identifier device Type null Suggested Action Type <*> null opts null when <*> confidence <*> from null Best App Suggestion Manager <*>
Jul,1,10:08:20,calvisitor-10-105-160-95,kernel,0,,en0: channel changed to 1,75,E208,<*> channel changed <*>
Jul,1,10:08:20,authorMacBook-Pro,kernel,0,,ARPT: 621799.252673: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,76,E130,ARP <*> results <*> len <*> bitmap <*>
Jul,1,10:08:21,authorMacBook-Pro,corecaptured,31313,,"CCFile::captureLog Received Capture notice id: 1498928900.759059, reason = AuthFail:sts:5_rsn:0",77,E28,File capture Log Received Capture notice <*> reason <*> Fail sts <*>
Jul,1,10:08:29,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 10602 seconds.  Ignoring.",78,E189,com apple <*> y scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,10:08:49,calvisitor-10-105-160-95,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,79,E27,<*> WDL Peer Manager set wdl Operating Mode Setting the WDL operation mode from <*> 
Jul,1,10:08:55,calvisitor-10-105-160-95,AddressBookSourceSync,31318,,Unrecognized attribute value: t:AbchPersonItemType,80,E328,Unrecognized attribute value bch Person Item Type
Jul,1,10:09:58,calvisitor-10-105-160-95,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,81,E120,Apple Cam system Wake Call message Type <*>
Jul,1,10:10:24,calvisitor-10-105-160-95,kernel,0,,Sandbox: com.apple.Addres(31328) deny(1) network-outbound /private/var/run/mDNSResponder,82,E300,Sandbox com apple Add res <*> deny <*> network outbound private var run DNS Responder
Jul,1,10:10:27,calvisitor-10-105-160-95,kernel,0,,Sandbox: com.apple.Addres(31328) deny(1) network-outbound /private/var/run/mDNSResponder,83,E300,Sandbox com apple Add res <*> deny <*> network outbound private var run DNS Responder
Jul,1,10:13:39,calvisitor-10-105-160-95,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",84,E313,SOS Account This Device Can Sync With Circle sync with device failure Error Domain com apple security sos error Code <*> Account identity not set User Info Description Account identity not set
Jul,1,10:13:43,calvisitor-10-105-160-95,SpotlightNetHelper,352,,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",85,E183,Pasteboard Ref Pasteboard Create FAl locator Ref String Ref failed create global data
Jul,1,10:13:57,calvisitor-10-105-160-95,kernel,0,,Sandbox: com.apple.Addres(31346) deny(1) network-outbound /private/var/run/mDNSResponder,86,E300,Sandbox com apple Add res <*> deny <*> network outbound private var run DNS Responder
Jul,1,10:38:53,calvisitor-10-105-160-95,sandboxd,129,[31376],com.apple.Addres(31376) deny network-outbound /private/var/run/mDNSResponder,87,E28,com apple Add res <*> deny network outbound private var run DNS Responder
Jul,1,10:46:47,calvisitor-10-105-160-95,kernel,0,,IO <*> nderboltSwitch<0>(0x0)::listenerCallback -  <*> nderbolt HPD packet for route = 0x0 port = 12 unplug = 0,88,E3,nder bolt Switch <*> listener Callback nder bolt packet for route <*> port <*> unplug <*>
Jul,1,10:46:47,calvisitor-10-105-160-95,sharingd,30299,,10:46:47.425 : BTLE scanner Powered On,89,E64,<*> TLE scanner Powered<*> 
Jul,1,10:46:48,calvisitor-10-105-160-95,QQ,10018,,button report: 0x8002be0,90,E161,button report <*>
Jul,1,10:47:08,calvisitor-10-105-160-95,sandboxd,129,[31382],com.apple.Addres(31382) deny network-outbound /private/var/run/mDNSResponder,91,E28,com apple Add res <*> deny network outbound private var run DNS Responder
Jul,1,11:20:51,calvisitor-10-105-160-95,sharingd,30299,,11:20:51.293 : BTLE discovered device with hash <01faa200 00000000 0000>,92,E62,<*> TLE discovered device with hash <*> faa <*>
Jul,1,11:24:45,calvisitor-10-105-160-95,secd,276,,"securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}",93,E303,<*>  Error Domain SOS Status Error Domain Code <*> query missing class name param Err error user parameter list User Info Description query missing class name
Jul,1,11:29:32,calvisitor-10-105-160-95,locationd,82,,Location icon should now be in state 'Inactive',94,E224,Location icon should now state ' <*> ctive '
Jul,1,11:38:18,calvisitor-10-105-160-95,kernel,0,,"ARPT: 626126.086205: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",95,E30,ARP <*> setup keep alive interval <*> retry interval <*> retry count <*>
Jul,1,11:38:18,calvisitor-10-105-160-95,kernel,0,,ARPT: 626126.086246: wl0: MDNS: IPV4 Addr: 10.105.160.95,96,E264,ARP <*> DNS IPV <*> ddr <*><*> 
Jul,1,11:39:47,calvisitor-10-105-160-95,kernel,0,,IO <*> nderboltSwitch<0>(0x0)::listenerCallback -  <*> nderbolt HPD packet for route = 0x0 port = 12 unplug = 0,97,E3,nder bolt Switch <*> listener Callback nder bolt packet for route <*> port <*> unplug <*>
Jul,1,11:39:47,authorMacBook-Pro,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,98,E27,<*> WDL Peer Manager set wdl Operating Mode Setting the WDL operation mode from <*> 
Jul,1,11:39:48,authorMacBook-Pro,kernel,0,,en0::IO80211Interface::postMessage bssid changed,99,E117,<*> Interface post Message sid changed
Jul,1,11:39:48,calvisitor-10-105-160-95,networkd,195,,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc19060  <*> ,100,E30,<*> NET Client Connection evaluate Crazy Ivan <*> block invoke <*> Hit torpedo <*> <*>
Jul,1,11:39:48,calvisitor-10-105-160-95,kernel,0,,ARPT: 626132.740936: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],101,E124,ARP <*> AirPort <*> platform WoW Enable WWE disable
Jul,1,11:41:26,authorMacBook-Pro,kernel,0,,"Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0",102,E311,Setting Config enable <*> profile <*> enable <*> profile <*>
Jul,1,11:41:54,calvisitor-10-105-160-95,kernel,0,,Sandbox: com.apple.Addres(31432) deny(1) network-outbound /private/var/run/mDNSResponder,103,E300,Sandbox com apple Add res <*> deny <*> network outbound private var run DNS Responder
Jul,1,11:41:55,calvisitor-10-105-160-95,kernel,0,,"IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",104,E67,<*> WDL Peer Manager set wdl Suspended Mode Suspending WDL enter Quiet Mode true
Jul,1,11:43:08,authorMacBook-Pro,UserEventAgent,43,,Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),105,E162,Captive Info Network Active <*> SID ' Cal Visitor ' making interface primary cache indicates network not captive
Jul,1,11:43:23,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 16227 seconds.  Ignoring.",106,E189,com apple <*>  scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,11:44:20,calvisitor-10-105-160-95,kernel,0,,IO <*> nderboltSwitch<0>(0x0)::listenerCallback -  <*> nderbolt HPD packet for route = 0x0 port = 11 unplug = 0,107,E3,nder bolt Switch <*> listener Callback nder bolt packet for route <*> port <*> unplug <*>
Jul,1,11:44:25,authorMacBook-Pro,kernel,0,,en0::IO80211Interface::postMessage bssid changed,108,E117,<*> Interface post Message sid changed
Jul,1,11:44:26,authorMacBook-Pro,kernel,0,,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,109,E27,<*> WDL Peer Manager set wdl Operating Mode Setting the WDL operation mode from <*> 
Jul,1,11:46:16,calvisitor-10-105-160-95,symptomsd,215,,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,110,E44,Network Analytics Engine write Journal Record from Cell Fingerprint key LOI Kind Faulty Hashing the primary key failed Dropping the journal record
Jul,1,11:46:16,authorMacBook-Pro,kernel,0,,AppleCamIn::systemWakeCall - messageType = 0xE0000340,111,E120,Apple Cam system Wake Call message Type <*>
Jul,1,11:46:19,authorMacBook-Pro,sharingd,30299,,11:46:19.229 : Finished generating hashes,112,E68,<*> Finished generating hashes
Jul,1,11:46:21,authorMacBook-Pro,UserEventAgent,43,,Captive: CNPluginHandler en0: Evaluating,113,E164,Captive Plugin Handler <*> Evaluating
Jul,1,11:46:36,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 16034 seconds.  Ignoring.",114,E189,com apple <*> t scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,11:46:48,calvisitor-10-105-160-95,com.apple.cts,258,,"com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1277 seconds.  Ignoring.",115,E3,com apple Safari Safe Browsing Update scheduler evaluate activity told run this job however but the start time isn' for <*> seconds Ignoring
Jul,1,11:47:56,authorMacBook-Pro,kernel,0,,ARPT: 626380.467130: ARPT: Wake Reason: Wake on Scan offload,116,E335,ARP <*> ARP Wake Reason Wake can offload
Jul,1,11:48:28,calvisitor-10-105-160-95,AddressBookSourceSync,31471,,Unrecognized attribute value: t:AbchPersonItemType,117,E328,Unrecognized attribute value bch Person Item Type
Jul,1,11:48:43,calvisitor-10-105-160-95,kernel,0,,"PM response took 1938 ms (54, powerd)",118,E28,response took <*> power
Jul,1,11:49:29,calvisitor-10-105-160-95,QQ,10018,,tcp_connection_destination_perform_socket_connect 19110 connectx to  <*> @0 failed: [50] Network is down,119,E22,tcp connection destination perform socket connect <*> connect <*> failed <*> Network <*> 
Jul,1,11:49:29,calvisitor-10-105-160-95,kernel,0,,AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,120,E110,AirPort Link Down <*> Reason <*> Disassociated because station leaving
Jul,1,11:49:29,authorMacBook-Pro,sharingd,30299,,11:49:29.473 : BTLE scanner Powered On,121,E64,<*> TLE scanner Powered
Jul,1,11:49:29,authorMacBook-Pro,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",122,E331,USB MSC Identifier non unique <*>
